2018-09-28 09:28:52.141 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 10:56:44.124 - [nioEventLoopGroup-3-7] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55277
2018-09-28 10:56:46.285 - [nioEventLoopGroup-3-8] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55280
2018-09-28 11:03:28.843 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:03:37.463 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55885
2018-09-28 11:03:37.463 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55884
2018-09-28 11:03:37.476 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:55884
2018-09-28 11:03:37.888 - [nioEventLoopGroup-3-2] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 11:03:37.972 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:55885
2018-09-28 11:03:40.335 - [nioEventLoopGroup-3-3] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55892
2018-09-28 11:03:40.336 - [nioEventLoopGroup-3-3] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:55892
2018-09-28 11:03:40.337 - [nioEventLoopGroup-3-4] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55893
2018-09-28 11:03:40.353 - [nioEventLoopGroup-3-4] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:55893
2018-09-28 11:03:44.874 - [nioEventLoopGroup-3-5] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55902
2018-09-28 11:03:44.875 - [nioEventLoopGroup-3-5] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:55902
2018-09-28 11:03:44.876 - [nioEventLoopGroup-3-6] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55903
2018-09-28 11:03:44.902 - [nioEventLoopGroup-3-6] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:55903
2018-09-28 11:03:58.099 - [nioEventLoopGroup-3-7] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55922
2018-09-28 11:04:06.535 - [nioEventLoopGroup-3-8] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:55935
2018-09-28 11:05:04.329 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:05:11.361 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:56059
2018-09-28 11:05:11.361 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:56058
2018-09-28 11:05:11.375 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:56058
2018-09-28 11:05:11.781 - [nioEventLoopGroup-3-2] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 11:05:11.859 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:56059
2018-09-28 11:05:13.474 - [nioEventLoopGroup-3-3] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:56066
2018-09-28 11:05:13.476 - [nioEventLoopGroup-3-3] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:56066
2018-09-28 11:05:13.476 - [nioEventLoopGroup-3-4] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:56067
2018-09-28 11:05:13.494 - [nioEventLoopGroup-3-4] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:56067
2018-09-28 11:05:16.137 - [nioEventLoopGroup-3-5] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:56072
2018-09-28 11:05:16.137 - [nioEventLoopGroup-3-6] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:56073
2018-09-28 11:05:16.138 - [nioEventLoopGroup-3-5] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:56072
2018-09-28 11:05:16.162 - [nioEventLoopGroup-3-6] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:56073
2018-09-28 11:05:23.845 - [nioEventLoopGroup-3-7] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:56084
2018-09-28 11:05:29.761 - [nioEventLoopGroup-3-8] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:56093
2018-09-28 11:21:33.733 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:23:09.342 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:25:10.761 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:57786
2018-09-28 11:25:10.761 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:57785
2018-09-28 11:25:10.774 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:57785
2018-09-28 11:25:21.746 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:57786
2018-09-28 11:25:33.781 - [nioEventLoopGroup-3-3] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:57819
2018-09-28 11:25:33.782 - [nioEventLoopGroup-3-4] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:57820
2018-09-28 11:25:33.782 - [nioEventLoopGroup-3-3] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:57819
2018-09-28 11:25:56.845 - [nioEventLoopGroup-3-4] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:57820
2018-09-28 11:26:49.048 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:26:58.292 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:57972
2018-09-28 11:26:58.292 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:57973
2018-09-28 11:26:58.306 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:57972
2018-09-28 11:27:03.528 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:57973
2018-09-28 11:31:00.915 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:31:02.671 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:58338
2018-09-28 11:31:02.671 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:58337
2018-09-28 11:31:02.686 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:58337
2018-09-28 11:31:11.577 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:58338
2018-09-28 11:32:39.581 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:32:47.726 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:58519
2018-09-28 11:32:47.726 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:58518
2018-09-28 11:32:47.738 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:58518
2018-09-28 11:33:05.440 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:58519
2018-09-28 11:33:28.600 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:33:30.880 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:58615
2018-09-28 11:33:30.880 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:58616
2018-09-28 11:33:30.893 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:58615
2018-09-28 11:35:30.763 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:58616
2018-09-28 11:39:58.454 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 11:40:05.768 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:59265
2018-09-28 11:40:05.768 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:59264
2018-09-28 11:40:05.783 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:59264
2018-09-28 11:40:22.164 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:59265
2018-09-28 11:41:44.974 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 23, cap: 23, components=1))
POST /join/123 HTTP/1.1
Content-Type: application/x-www-form-urlencoded
cache-control: no-cache
Postman-Token: 25d1880f-0d6d-4586-ae0f-f404a7462af8
User-Agent: PostmanRuntime/7.3.0
Accept: */*
Host: localhost:8005
accept-encoding: gzip, deflate
content-length: 23
Connection: keep-alive
2018-09-28 11:42:57.539 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 23, cap: 23, components=1))
POST /join/123 HTTP/1.1
Content-Type: application/x-www-form-urlencoded
cache-control: no-cache
Postman-Token: 2b528d3d-b531-427a-9d8b-c1b446c748c3
User-Agent: PostmanRuntime/7.3.0
Accept: */*
Host: localhost:8005
accept-encoding: gzip, deflate
content-length: 23
Connection: keep-alive
2018-09-28 11:43:03.076 - [nioEventLoopGroup-3-4] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 23, cap: 23, components=1))
POST /join/123 HTTP/1.1
Content-Type: application/x-www-form-urlencoded
cache-control: no-cache
Postman-Token: fa97828e-fbda-4a9a-8b49-a9fa3ecfa6e9
User-Agent: PostmanRuntime/7.3.0
Accept: */*
Host: localhost:8005
accept-encoding: gzip, deflate
content-length: 23
Connection: keep-alive
2018-09-28 11:43:42.613 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 23, cap: 23, components=1))
POST /join/123 HTTP/1.1
Content-Type: application/x-www-form-urlencoded
cache-control: no-cache
Postman-Token: 13232504-9d6b-4e63-8c85-bce31abac4e3
User-Agent: PostmanRuntime/7.3.0
Accept: */*
Host: localhost:8005
accept-encoding: gzip, deflate
content-length: 23
Connection: keep-alive
2018-09-28 13:56:12.511 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 23, cap: 23, components=1))
POST /join/123 HTTP/1.1
Content-Type: application/x-www-form-urlencoded
cache-control: no-cache
Postman-Token: 1ca8771c-afd3-4225-8466-5a97f9a985e7
User-Agent: PostmanRuntime/7.3.0
Accept: */*
Host: localhost:8005
accept-encoding: gzip, deflate
content-length: 23
Connection: keep-alive
2018-09-28 13:56:19.983 - [nioEventLoopGroup-3-2] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 14:00:36.265 - [nioEventLoopGroup-3-1] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:00:48.564 - [nioEventLoopGroup-3-1] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 14:01:06.464 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:01:47.478 - [nioEventLoopGroup-3-3] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:01:59.725 - [nioEventLoopGroup-3-4] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:02:28.913 - [nioEventLoopGroup-3-5] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:02:53.600 - [nioEventLoopGroup-3-1] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:03:12.935 - [nioEventLoopGroup-3-1] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 14:07:58.347 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/12345671 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:09:16.471 - [nioEventLoopGroup-3-3] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/12345671g HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:09:58.919 - [nioEventLoopGroup-3-4] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/123456716 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:11:01.609 - [nioEventLoopGroup-3-5] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567161 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:14:22.980 - [nioEventLoopGroup-3-1] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567161 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:14:23.429 - [nioEventLoopGroup-3-1] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 14:19:56.794 - [nioEventLoopGroup-3-1] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/1234567161 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:19:57.192 - [nioEventLoopGroup-3-1] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 14:20:29.823 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/12345671613 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:26:24.749 - [nioEventLoopGroup-3-1] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/12345671613 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:26:25.155 - [nioEventLoopGroup-3-1] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 14:26:27.961 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
GET /ws HTTP/1.1
Host: 192.168.1.95
Upgrade: WebSocket
Connection: Upgrade
Sec-WebSocket-Key: KqnFwE8D2F8TJYuyO9FLVQ==
Origin: https://www.google.com
Sec-WebSocket-Version: 13
content-length: 0
2018-09-28 14:26:28.153 - [nioEventLoopGroup-3-3] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /leave/12345671613/762313169 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:35:07.471 - [nioEventLoopGroup-3-4] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/12345671613123 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:35:36.725 - [nioEventLoopGroup-3-1] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /join/123 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 14:35:37.255 - [nioEventLoopGroup-3-1] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 14:35:48.683 - [nioEventLoopGroup-3-2] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
GET /ws HTTP/1.1
Host: 192.168.1.95
Upgrade: WebSocket
Connection: Upgrade
Sec-WebSocket-Key: /4jT/WwVL/NRtl8Z25+hyA==
Origin: https://www.google.com
Sec-WebSocket-Version: 13
content-length: 0
2018-09-28 14:35:48.856 - [nioEventLoopGroup-3-3] INFO  - handler.NettyHttpServerHandler - httpRequest:HttpObjectAggregator$AggregatedFullHttpRequest(decodeResult: success, version: HTTP/1.1, content: CompositeByteBuf(ridx: 0, widx: 0, cap: 0, components=0))
POST /leave/123/113406554 HTTP/1.1
origin: https://rtc.tlifang.com
Content-Type: text/plain; charset=utf-8
Content-Length: 0
User-Agent: Dalvik/2.1.0 (Linux; U; Android 9; Android SDK built for x86 Build/PPP4.180612.007)
Host: 192.168.1.95:8005
Connection: Keep-Alive
Accept-Encoding: gzip
2018-09-28 16:51:12.591 - [main] INFO  - netty.NettyServer - Http Server listening on 8005
2018-09-28 16:51:54.525 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:50003
2018-09-28 16:51:54.525 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:50004
2018-09-28 16:51:54.541 - [nioEventLoopGroup-3-1] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:50003
2018-09-28 16:51:54.934 - [nioEventLoopGroup-3-2] INFO  - c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2018-09-28 16:51:54.999 - [nioEventLoopGroup-3-2] INFO  - netty.NettyServerHandller - 客户端与服务端连接关闭.../0:0:0:0:0:0:0:1:50004
2018-09-28 16:52:16.820 - [nioEventLoopGroup-3-3] INFO  - netty.NettyServerHandller - 客户端与服务端连接开启，客户端remoteAddress：/0:0:0:0:0:0:0:1:50039
